id,gender,age,country,days_on_site_in_2016
2711,M,37,US,12
2712,M,51,US,7
2713,M,51,US,8
2714,F,27,US,11
2715,F,25,US,4
2716,,37,US,16
2717,M,31,US,13
2718,F,23,US,2
2719,,41,US,16
2720,M,37,US,1
2721,M,41,US,12
2722,M,40,US,18
2723,,24,US,28
2724,,54,US,33
2725,F,40,US,16
2726,F,24,US,37
2727,F,26,US,3
2728,M,32,US,5
2729,M,32,US,19
2730,,28,US,2
2731,F,29,US,10
2732,,53,US,6
2733,,36,US,15
2734,,49,US,62
2735,F,25,US,1
2736,,25,US,11
2737,M,41,US,2
2738,F,53,US,1
2739,F,29,US,5
2740,,40,US,1
2741,M,41,US,10
2742,F,43,US,2
2743,,38,US,10
2744,F,22,US,8
2745,F,32,US,3
2746,F,29,CA,7
2747,,33,US,2
2748,M,21,US,18
2749,M,35,US,5
2750,,33,US,1
2751,M,32,US,4
2752,,26,US,4
2753,M,35,US,5
2754,M,47,CA,9
2755,,49,US,12
2756,F,48,US,5
2757,M,28,US,28
2758,F,21,US,21
2759,F,34,US,9
2760,M,29,US,14
2761,,44,US,15
2762,M,22,US,2
2763,M,46,US,5
2764,,43,US,3
2765,M,29,US,5
2766,F,37,US,14
2767,,29,US,3
2768,F,36,US,22
2769,M,43,US,1
2770,M,52,US,15
2771,,46,US,14
2772,F,39,US,3
2773,,44,US,5
2774,M,37,CA,3
2775,M,22,US,5
2776,F,33,US,11
2777,F,43,US,1
2778,F,37,US,8
2779,M,43,US,7
2780,F,22,CA,22
2781,M,35,US,15
2782,M,33,US,1
2783,F,48,US,8
2784,,47,US,28
2785,,33,US,13
2786,F,27,US,1
2787,,29,US,18
2788,F,39,US,14
2789,,45,US,6
2790,F,33,CA,6
2791,M,44,US,2
2792,F,36,US,2
2793,,48,US,15
2794,,36,US,22
2795,M,45,US,9
2796,F,38,US,19
2797,,39,US,10
2798,M,42,US,7
2799,F,32,US,9
2800,F,38,US,2
2801,F,51,US,7
2802,F,41,US,20
2803,,35,US,7
2804,F,52,US,3
2805,F,42,US,1
2806,F,21,US,2
2807,M,50,US,9
2808,M,51,US,18
2809,,46,US,2
2810,F,43,US,16
2811,M,40,US,16
2812,F,37,CA,14
2813,,38,CA,6
2814,,21,US,1
2815,M,32,US,5
2816,,48,US,9
2817,M,35,US,25
2818,M,48,US,17
2819,,51,US,16
2820,,49,CA,5
2821,,48,US,15
2822,M,44,US,3
2823,,54,US,5
2824,,46,US,22
2825,,29,US,20
2826,F,22,US,31
2827,M,39,US,16
2828,,49,US,1
2829,M,30,US,1
2830,,51,US,2
2831,,46,US,11
2832,M,42,US,5
2833,M,23,CA,2
2834,F,43,US,3
2835,M,52,US,8
2836,M,31,US,6
2837,M,33,US,4
2838,,25,US,19
2839,F,38,US,6
2840,M,54,US,1
2841,M,39,US,1
2842,,30,US,10
2843,F,49,US,2
2844,,25,US,8
2845,,50,US,4
2846,M,29,US,4
2847,M,46,US,1
2848,M,47,US,4
2849,M,38,US,10
2850,F,21,US,2
2851,M,54,CA,2
2852,M,32,US,6
2853,F,25,US,24
2854,F,21,US,26
2855,,54,US,9
2856,F,41,US,3
2857,M,22,US,26
2858,M,47,US,3
2859,F,22,US,1
2860,,50,US,8
2861,F,26,US,7
2862,M,42,US,16
2863,,40,US,7
2864,F,34,US,23
2865,F,31,US,18
2866,,54,US,3
2867,F,41,US,1
2868,,50,US,13
2869,M,48,US,1
2870,M,45,US,23
2871,,30,US,26
2872,M,21,CA,7
2873,,21,US,14
2874,F,34,US,6
2875,,21,US,20
2876,,36,US,5
2877,,51,US,3
2878,,51,US,1
2879,F,47,CA,14
2880,F,31,US,1
2881,,31,US,1
2882,F,40,US,23
2883,M,35,US,8
2884,,40,US,27
2885,,26,US,17
2886,,45,US,12
2887,,39,US,22
2888,,31,US,3
2889,M,41,US,8
2890,F,30,US,47
2891,F,51,US,3
2892,,39,US,6
2893,,39,US,26
2894,,24,US,14
2895,M,51,US,4
2896,F,51,US,1
2897,F,44,US,11
2898,M,24,US,3
2899,F,40,US,27
2900,,44,US,2
2901,F,32,US,3
2902,M,47,US,8
2903,F,22,US,38
2904,M,31,US,2
2905,,53,US,24
2906,F,51,US,2
2907,,44,US,4
2908,,50,US,1
2909,,38,US,1
2910,,40,US,3
2911,F,36,US,2
2912,,29,US,17
2913,,26,US,4
2914,F,34,US,14
2915,F,40,US,34
2916,,40,US,17
2917,M,35,US,15
2918,M,52,US,8
2919,,44,US,4
2920,,39,US,5
2921,M,52,US,12
2922,M,22,US,3
2923,M,47,US,4
2924,F,36,US,5
2925,M,50,US,8
2926,F,27,US,22
2927,F,44,CA,5
2928,M,52,US,9
2929,F,45,US,10
2930,M,37,US,4
2931,F,34,US,28
2932,M,48,US,4
2933,,48,US,19
2934,F,49,CA,2
2935,M,38,US,3
2936,M,46,US,5
2937,,52,CA,17
2938,M,29,US,1
2939,F,28,US,2
2940,F,44,US,11
2941,M,40,US,18
2942,,27,US,1
2943,F,43,US,32
2944,M,52,US,1
2945,F,32,US,5
2946,M,31,US,5
2947,F,52,US,42
2948,M,50,US,30
2949,M,31,US,2
2950,M,50,US,16
2951,F,38,US,1
2952,M,27,US,9
2953,M,37,US,1
2954,,29,US,68
2955,,35,US,6
2956,F,34,US,21
2957,M,25,US,11
2958,,44,US,4
2959,M,21,US,38
2960,F,26,US,13
2961,,40,US,12
2962,M,31,US,6
2963,,24,CA,6
2964,F,29,US,11
2965,,30,US,14
2966,M,27,US,3
2967,,26,US,48
2968,M,54,US,11
2969,,21,US,1
2970,F,43,US,7
2971,M,54,US,8
2972,,39,US,5
2973,F,38,US,2
2974,,35,CA,6
2975,M,54,US,10
2976,,29,US,21
2977,,54,US,1
2978,,35,US,26
2979,,38,US,10
2980,F,45,US,16
2981,,27,US,4
2982,,53,US,3
2983,F,29,US,3
2984,M,44,US,1
2985,F,47,CA,53
2986,,31,US,8
2987,M,49,US,7
2988,,21,US,16
2989,F,54,US,1
2990,M,52,US,7
2991,F,50,US,12
2992,F,32,US,49
2993,M,53,US,5
2994,,27,US,43
2995,F,36,US,6
2996,F,45,US,8
2997,,49,US,21
2998,,36,US,3
2999,,32,US,6
3000,,30,US,10
3001,,27,US,6
3002,M,33,US,6
3003,,54,CA,4
3004,,43,US,43
3005,,35,US,16
3006,F,34,US,10
3007,,43,US,39
3008,F,41,US,22
3009,,38,US,17
3010,M,54,US,1
3011,,47,US,1
3012,M,32,US,23
3013,M,49,US,13
3014,,48,US,2
3015,,52,US,28
3016,M,23,US,1
3017,F,41,US,18
3018,F,37,US,18
3019,F,37,US,7
3020,M,23,US,37
3021,,37,US,34
3022,F,47,US,26
3023,F,54,US,6
3024,F,27,US,2
3025,M,24,US,2
3026,,22,US,15
3027,M,53,US,8
3028,M,38,US,9
3029,,32,US,2
3030,F,44,US,13
3031,F,34,US,4
3032,,28,US,1
3033,,29,US,6
3034,M,43,US,3
3035,M,28,US,25
3036,,33,US,6
3037,,52,CA,6
3038,,39,US,5
3039,,42,US,1
3040,F,50,CA,22
3041,,25,US,14
3042,F,52,CA,24
3043,M,43,US,17
3044,,37,US,5
3045,M,28,US,2
3046,F,37,US,2
3047,,52,US,4
3048,,23,US,4
3049,,48,US,11
3050,,38,US,17
3051,,33,US,13
3052,F,40,US,9
3053,,34,US,39
3054,,51,US,8
3055,M,36,CA,2
3056,F,41,CA,14
3057,F,54,US,33
3058,F,31,US,5
3059,,34,US,22
3060,M,24,US,1
3061,,26,US,2
3062,M,28,US,1
3063,F,43,CA,4
3064,M,43,US,1
3065,,40,US,1
3066,,41,CA,5
3067,,26,US,4
3068,M,44,US,12
3069,F,47,US,5
3070,,47,US,19
3071,,34,US,3
3072,M,31,US,2
3073,F,35,US,2
3074,,45,US,3
3075,,50,US,5
3076,F,48,CA,20
3077,F,29,US,1
3078,F,23,US,13
3079,,50,US,19
3080,,29,US,5
3081,F,35,US,1
3082,M,39,US,8
3083,,53,US,4
3084,F,54,US,3
3085,,48,US,5
3086,M,29,US,6
3087,,34,US,19
3088,M,30,CA,1
3089,M,48,US,2
3090,,28,US,13
3091,,44,US,10
3092,F,34,US,4
3093,M,50,US,18
3094,F,33,US,5
3095,,37,US,50
3096,M,40,US,2
3097,,50,US,3
3098,M,29,US,18
3099,F,38,US,2
3100,M,43,US,9
3101,,30,US,1
3102,M,50,US,2
3103,F,31,CA,6
3104,F,25,US,5
3105,F,22,CA,3
3106,M,47,US,20
3107,M,50,US,10
3108,,27,US,10
3109,F,21,US,8
3110,,40,CA,6
3111,,41,US,1
3112,,50,US,6
3113,F,21,US,16
3114,M,42,US,6
3115,,33,US,23
3116,F,41,US,4
3117,F,53,US,5
3118,F,25,US,18
3119,M,53,US,10
3120,,41,US,23
3121,,22,US,4
3122,,49,US,6
3123,,36,US,2
3124,M,49,US,7
3125,M,43,US,15
3126,M,47,US,7
3127,F,47,US,6
3128,M,28,US,7
3129,F,29,US,4
3130,M,33,US,15
3131,F,50,US,1
3132,M,23,CA,29
3133,F,51,US,4
3134,M,49,US,3
3135,F,32,US,3
3136,M,27,US,14
3137,,25,US,7
3138,M,50,CA,2
3139,F,54,US,35
3140,M,30,US,1
3141,,47,US,1
3142,,21,US,1
3143,M,32,CA,9
3144,,47,US,1
3145,,51,US,4
3146,M,40,US,8
3147,M,36,US,9
3148,F,21,US,3
3149,F,30,US,7
3150,F,53,US,19
3151,M,49,US,3
3152,F,36,US,9
3153,M,35,US,5
3154,F,28,US,9
3155,F,24,US,4
3156,M,29,US,26
3157,,34,US,3
3158,F,35,US,1
3159,M,54,US,17
3160,,48,US,53
3161,F,41,US,1
3162,,23,US,48
3163,F,32,US,4
3164,,43,CA,4
3165,,41,US,21
3166,F,28,US,8
3167,M,30,US,11
3168,,33,US,4
3169,F,31,US,18
3170,F,22,US,7
3171,F,35,US,4
3172,F,21,US,12
3173,F,22,US,32
3174,M,23,US,45
3175,,34,US,3
3176,M,29,US,1
3177,F,25,CA,19
3178,,40,US,1
3179,F,27,CA,13
3180,F,54,US,13
3181,,50,CA,8
3182,F,54,US,7
3183,M,42,US,23
3184,M,25,US,1
3185,,22,US,10
3186,,24,US,6
3187,F,25,US,7
3188,,33,US,4
3189,,39,US,27
3190,,48,US,5
3191,M,51,US,2
3192,,50,US,3
3193,,34,US,6
3194,,42,US,46
3195,M,23,US,17
3196,F,28,US,4
3197,F,29,US,21
3198,F,35,US,19
3199,,32,US,26
3200,,52,US,4
3201,,35,US,27
3202,M,46,CA,11
3203,,54,US,1
3204,F,25,US,3
3205,,22,US,14
3206,,39,US,3
3207,M,28,CA,16
3208,F,47,CA,13
3209,F,21,US,3
3210,F,45,US,3
3211,,23,US,2
3212,,22,US,1
3213,F,37,US,18
3214,M,34,CA,11
3215,F,35,US,13
3216,,53,US,25
3217,,32,US,8
3218,F,52,US,10
3219,,35,US,10
3220,,28,US,15
3221,M,36,CA,2
3222,M,49,US,11
3223,F,35,US,5
3224,,22,CA,8
3225,M,50,US,2
3226,M,35,US,1
3227,M,26,US,1
3228,,54,US,1
3229,F,23,US,13
3230,F,24,US,3
3231,M,34,CA,11
3232,,36,US,34
3233,M,45,US,34
3234,M,40,US,14
3235,M,28,US,43
3236,F,36,US,10
3237,,26,CA,1
3238,F,42,US,45
3239,M,49,US,2
3240,,54,US,33
3241,F,41,US,2
3242,F,22,US,10
3243,,32,US,12
3244,,52,US,1
3245,M,33,US,15
3246,M,48,US,12
3247,F,53,US,8
3248,M,47,US,12
3249,,46,US,20
3250,F,33,US,3
3251,M,33,US,24
3252,,28,US,1
3253,M,28,US,1
3254,F,24,CA,3
3255,F,22,US,27
3256,F,32,US,14
3257,M,53,US,10
3258,M,51,US,12
3259,,28,US,5
3260,M,29,US,3
3261,,40,US,1
3262,M,44,CA,10
3263,M,44,US,21
3264,M,45,US,34
3265,F,32,US,14
3266,,37,US,11
3267,,52,US,51
3268,F,47,US,2
3269,F,46,US,20
3270,M,24,US,5
3271,,44,US,2
3272,M,25,US,4
3273,F,33,US,4
3274,,38,US,3
3275,F,23,US,3
3276,,51,US,10
3277,M,32,US,17
3278,M,27,US,18
3279,M,53,US,7
3280,F,23,US,26
3281,M,46,US,1
3282,F,43,CA,1
3283,M,31,US,2
3284,,44,US,14
3285,F,54,US,26
3286,,46,US,12
3287,,22,US,6
3288,M,44,US,7
3289,M,30,US,9
3290,,40,US,14
3291,F,45,US,22
3292,F,38,US,15
3293,,40,US,7
3294,,41,US,18
3295,M,33,US,8
3296,F,42,US,10
3297,,39,US,8
3298,,51,US,2
3299,,50,US,7
3300,M,52,US,42
3301,M,46,US,29
3302,M,48,CA,23
3303,,52,US,2
3304,F,23,US,8
3305,,44,US,7
3306,M,44,US,12
3307,F,30,US,16
3308,F,35,US,1
3309,,53,US,17
3310,M,21,US,4
3311,F,34,US,8
3312,M,27,US,2
3313,F,34,US,10
3314,M,42,US,12
3315,F,53,US,7
3316,M,37,US,3
3317,F,44,US,6
3318,,24,US,14
3319,M,41,US,18
3320,F,46,CA,4
3321,,31,US,9
3322,,53,US,17
3323,,49,US,2
3324,M,36,US,3
3325,M,26,US,21
3326,F,39,US,1
3327,,31,US,1
3328,F,49,US,3
3329,M,47,US,27
3330,F,34,US,1
3331,F,38,US,2
3332,,42,US,4
3333,M,45,US,2
3334,F,41,US,23
3335,F,44,CA,13
3336,M,52,US,3
3337,M,47,US,9
3338,F,28,US,26
3339,,34,US,12
3340,M,34,CA,7
3341,,36,US,29
3342,,32,US,2
3343,F,29,US,14
3344,,54,US,2
3345,F,35,US,5
3346,M,25,US,5
3347,M,41,US,1
3348,M,41,US,10
3349,F,37,US,1
3350,F,52,US,17
3351,F,21,CA,21
3352,,38,US,14
3353,M,30,US,16
3354,F,49,US,1
3355,,33,CA,5
3356,,52,US,3
3357,M,45,US,1
3358,F,31,US,5
3359,F,38,CA,8
3360,F,51,CA,6
3361,M,26,US,15
3362,F,45,US,2
3363,M,46,US,8
3364,,41,US,9
3365,F,36,US,10
3366,,28,US,12
3367,M,49,US,4
3368,M,54,US,6
3369,M,36,US,24
3370,M,54,US,5
3371,M,31,US,8
3372,M,25,US,5
3373,,27,US,13
3374,M,32,US,16
3375,F,54,US,3
3376,M,41,US,3
3377,F,40,US,11
3378,,36,US,10
3379,F,44,US,2
3380,M,40,US,4
3381,M,30,US,4
3382,F,48,US,6
3383,,51,US,18
3384,,22,US,9
3385,,32,US,1
3386,M,50,US,19
3387,M,43,US,3
3388,F,46,US,21
3389,,48,US,15
3390,F,53,CA,2
3391,M,22,US,21
3392,,54,US,2
3393,F,36,US,17
3394,F,49,CA,9
3395,,51,US,3
3396,F,50,US,7
3397,,53,US,13
3398,M,51,US,10
3399,M,49,US,7
3400,F,21,US,27
3401,F,52,US,35
3402,F,49,US,5
3403,F,54,US,1
3404,,43,US,14
3405,M,24,US,6
3406,M,51,US,13
3407,F,40,US,8
3408,M,38,US,2
3409,F,23,US,16
3410,M,30,US,3
3411,M,30,US,4
3412,F,32,US,19
3413,M,30,US,30
3414,M,35,CA,5
3415,,45,US,1
3416,F,44,CA,37
3417,F,21,US,1
3418,F,43,US,3
3419,M,49,US,6
3420,M,22,US,18
3421,M,50,US,9
3422,,41,US,11
3423,,52,US,8
3424,F,36,US,5
3425,,29,US,22
3426,,33,US,15
3427,,37,US,10
3428,F,29,US,3
3429,M,49,US,9
3430,F,36,US,18
3431,F,27,US,17
3432,M,24,US,4
3433,M,22,US,9
3434,,21,CA,1
3435,M,54,US,26
3436,M,26,US,4
3437,F,38,US,5
3438,,32,CA,9
3439,M,47,US,23
3440,F,23,US,2
3441,M,49,US,16
3442,M,36,US,3
3443,,31,US,24
3444,,25,US,25
3445,F,26,US,1
3446,,54,US,5
3447,,49,US,2
3448,M,45,US,5
3449,M,53,US,1
3450,M,41,US,23
3451,M,24,US,21
3452,,29,US,12
3453,F,46,US,7
3454,,34,US,13
3455,M,49,US,9
3456,F,44,US,37
3457,M,40,CA,20
3458,M,21,US,4
3459,M,41,US,10
3460,M,35,US,4
3461,F,43,US,16
3462,M,51,US,1
3463,M,44,US,5
3464,F,39,US,2
3465,F,45,US,4
3466,F,37,US,5
3467,M,28,US,9
3468,M,38,US,13
3469,M,30,US,6
3470,F,39,US,7
3471,M,21,US,3
3472,M,36,US,2
3473,,25,CA,49
3474,,30,US,7
3475,F,39,US,41
3476,M,28,US,9
3477,F,25,US,6
3478,F,22,US,12
3479,M,28,US,5
3480,,30,US,15
3481,,39,US,3
3482,M,35,US,1
3483,M,41,US,4
3484,M,26,US,2
3485,F,35,US,8
3486,F,40,US,10
3487,M,50,US,1
3488,,51,US,1
3489,F,43,US,17
3490,,31,US,4
3491,,29,US,4
3492,,50,CA,1
3493,,51,US,10
3494,F,40,US,14
3495,M,31,US,11
3496,F,43,CA,16
3497,,52,US,13
3498,,46,US,10
3499,M,43,US,7
3500,,54,US,16
3501,M,43,US,10
3502,M,37,US,11
3503,M,27,US,12
3504,,48,US,3
3505,M,42,US,12
3506,M,54,US,2
3507,M,35,US,19
3508,,35,US,3
3509,M,48,US,8
3510,,27,US,3
3511,F,36,CA,4
3512,,23,US,8
3513,M,53,US,2
3514,F,49,US,7
3515,,31,US,10
3516,M,32,US,1
3517,F,49,US,10
3518,,46,US,4
3519,,34,CA,6
3520,F,31,US,1
3521,M,35,US,7
3522,,38,US,5
3523,F,35,US,7
3524,M,43,US,6
3525,,42,US,10
3526,F,36,US,11
3527,M,52,US,2
3528,M,53,US,10
3529,,45,US,2
3530,F,41,US,3
3531,M,23,US,5
3532,M,28,US,14
3533,,39,US,4
3534,M,46,US,2
3535,F,34,US,20
3536,M,42,US,23
3537,M,51,US,13
3538,,38,US,1
3539,,48,US,5
3540,,47,US,14
3541,F,53,US,3
3542,,49,US,6
3543,,23,US,8
3544,F,34,US,17
3545,F,47,US,24
3546,F,42,US,11
3547,,42,US,17
3548,,38,US,3
3549,,23,CA,4
3550,F,41,US,1
3551,,35,US,5
3552,F,51,US,2
3553,F,38,CA,11
3554,,38,US,4
3555,,49,US,7
3556,F,53,US,1
3557,,34,US,11
3558,F,43,US,3
3559,,41,US,6
3560,F,39,US,2
3561,M,34,CA,6
3562,,24,US,26
3563,,40,US,7
3564,F,35,US,1
3565,,41,US,4
3566,F,40,US,24
3567,M,47,US,3
3568,,34,US,7
3569,M,40,US,3
3570,,31,US,12
3571,M,33,US,9
3572,,46,CA,21
3573,F,34,US,6
3574,M,45,US,1
3575,M,32,CA,12
3576,F,38,US,11
3577,M,48,US,13
3578,F,31,CA,5
3579,M,27,US,18
3580,F,47,US,8
3581,M,31,CA,10
3582,M,27,US,2
3583,F,24,US,3
3584,,44,CA,1
3585,F,26,US,31
3586,M,28,US,7
3587,M,34,US,14
3588,M,35,US,2
3589,M,22,US,16
3590,M,21,US,11
3591,M,33,US,10
3592,M,54,US,7
3593,M,52,US,17
3594,F,24,US,1
3595,F,28,US,9
3596,F,46,US,9
3597,,50,US,1
3598,,45,US,4
3599,M,35,US,8
3600,F,54,US,2
3601,M,47,US,2
3602,F,35,US,7
3603,M,37,US,15
3604,F,39,US,6
3605,M,22,US,41
3606,F,35,US,2
3607,F,25,US,1
3608,F,52,US,5
3609,F,32,US,4
3610,F,46,US,12
3611,M,25,US,9
3612,,48,US,10
3613,,40,US,15
3614,,37,US,18
3615,,44,US,22
3616,,45,US,23
3617,F,44,CA,5
3618,M,30,US,1
3619,M,28,US,13
3620,,34,US,1
3621,,48,US,7
3622,F,42,US,1
3623,F,22,US,17
3624,M,44,US,2
3625,,30,US,4
3626,F,24,US,4
3627,M,44,US,1
3628,,23,US,5
3629,M,43,US,32
3630,M,30,US,2
3631,M,50,US,19
3632,,24,US,4
3633,M,35,US,10
3634,F,41,US,4
3635,,37,US,8
3636,M,35,US,41
3637,F,54,US,28
3638,,28,CA,12
3639,M,46,US,8
3640,F,51,US,2
3641,M,22,US,8
3642,F,41,US,5
3643,M,49,US,3
3644,F,36,US,6
3645,F,43,US,19
3646,,30,US,13
3647,M,28,US,3
3648,M,47,US,19
3649,M,41,US,3
3650,F,25,US,17
3651,F,33,US,16
3652,,26,US,19
3653,,44,US,9
3654,,52,US,38
3655,M,54,US,6
3656,F,40,US,1
3657,M,46,US,25
3658,M,38,US,1
3659,F,21,US,12
3660,F,40,US,2
3661,,41,US,2
3662,M,51,US,2
3663,F,24,US,1
3664,M,35,US,20
3665,,49,US,17
3666,F,49,CA,28
3667,,32,US,10
3668,M,42,US,3
3669,F,36,US,15
3670,F,42,US,3
3671,F,49,US,3
3672,M,41,US,12
3673,,34,US,21
3674,M,24,US,15
3675,F,23,US,18
3676,M,45,US,1
3677,,51,CA,8
3678,,44,US,14
3679,M,47,CA,3
3680,,52,US,23
3681,F,48,US,9
3682,M,46,US,10
3683,M,29,US,7
3684,M,35,US,9
3685,M,37,US,14
3686,F,24,US,9
3687,F,47,US,1
3688,F,30,US,14
3689,F,50,US,2
3690,F,34,US,9
3691,,44,CA,22
3692,F,30,US,3
3693,F,45,US,1
3694,,44,US,1
3695,M,51,US,4
3696,,21,US,38
3697,F,22,US,49
3698,F,25,US,9
3699,F,43,US,14
3700,,47,US,5
3701,,39,US,7
3702,,38,US,14
3703,,39,US,2
3704,M,34,US,3
3705,M,39,US,4
3706,,31,US,1
3707,F,28,US,3
3708,M,29,US,22
3709,M,38,US,1
3710,M,32,CA,5
3711,M,39,US,10
3712,,43,US,17
3713,F,26,US,2
3714,,27,CA,2
3715,M,23,US,21
3716,,28,US,9
3717,F,26,US,10
3718,F,43,US,27
3719,,29,US,4
3720,,21,US,6
3721,,34,US,6
3722,F,30,US,16
3723,M,45,US,5
3724,M,26,US,12
3725,M,49,US,25
3726,M,40,US,6
3727,M,53,US,18
3728,M,29,US,5
3729,,45,US,24
3730,,43,US,8
3731,F,43,CA,16
3732,,23,CA,21
3733,M,46,US,12
3734,F,50,US,4
3735,,43,CA,8
3736,,29,US,5
3737,,27,US,29
3738,F,49,US,23
3739,F,29,US,29
3740,M,24,US,5
3741,M,47,US,35
3742,F,29,US,1
3743,M,42,US,2
3744,,34,US,15
3745,F,33,US,4
3746,,26,US,2
3747,M,29,US,11
3748,,39,US,9
3749,M,32,US,2
3750,F,48,CA,17
3751,,25,US,3
3752,F,50,US,3
3753,M,24,US,8
3754,,25,US,7
3755,F,22,US,1
3756,F,41,CA,17
3757,F,29,US,4
3758,,52,US,4
3759,M,27,US,25
3760,M,34,US,11
3761,F,27,US,9
3762,M,40,US,1
3763,,27,US,37
3764,M,50,US,13
3765,F,23,CA,13
3766,M,53,US,7
3767,,37,CA,34
3768,F,45,US,31
3769,F,25,US,4
3770,M,50,US,2
3771,M,29,US,1
3772,,24,US,4
3773,,23,US,12
3774,,27,US,3
3775,F,25,US,8
3776,M,34,CA,3
3777,M,21,CA,10
3778,M,30,US,11
3779,,32,US,1
3780,F,41,US,15
3781,M,27,US,27
3782,,45,US,12
3783,,35,US,5
3784,M,28,CA,6
3785,,28,US,40
3786,,48,CA,8
3787,M,45,US,3
3788,,41,US,12
3789,,28,US,9
3790,F,46,US,8
3791,M,41,US,9
3792,F,23,US,17
3793,F,44,US,6
3794,,25,US,54
3795,,48,US,11
3796,F,45,US,10
3797,M,43,CA,2
3798,F,54,CA,10
3799,,35,US,4
3800,F,51,US,32
3801,F,32,US,2
3802,,47,US,21
3803,M,48,US,6
3804,F,22,US,3
3805,M,38,US,12
3806,,43,US,2
3807,M,26,US,46
3808,,26,US,13
3809,M,23,US,8
3810,,48,US,1
3811,F,22,US,7
3812,F,38,US,6
3813,M,48,US,3
3814,,36,US,8
3815,,21,US,1
3816,F,52,US,10
3817,F,53,US,3
3818,,34,US,6
3819,F,32,US,13
3820,,42,US,7
3821,,24,US,16
3822,F,53,US,5
3823,F,30,US,14
3824,F,53,US,25
3825,,44,US,10
3826,F,43,US,19
3827,M,38,US,16
3828,F,43,CA,6
3829,F,26,US,8
3830,M,33,US,7
3831,F,40,US,11
3832,,30,US,13
3833,F,42,US,2
3834,M,29,US,14
3835,,36,CA,10
3836,F,22,US,10
3837,M,50,US,2
3838,,37,US,11
3839,M,41,US,4
3840,F,31,US,21
3841,,40,US,5
3842,F,48,US,6
3843,M,30,US,5
3844,,32,US,23
3845,F,38,US,6
3846,F,33,US,2
3847,M,25,US,7
3848,M,31,US,1
3849,F,53,US,25
3850,M,44,US,6
3851,F,46,US,1
3852,M,26,US,3
3853,M,49,US,40
3854,,51,US,8
3855,M,38,US,20
3856,M,47,US,3
3857,,35,US,28
3858,F,46,US,4
3859,,41,US,15
3860,F,41,US,4
3861,,52,CA,1
3862,F,42,US,28
3863,M,29,US,11
3864,,32,US,35
3865,M,49,US,21
3866,F,44,US,19
3867,M,47,US,3
3868,F,48,US,12
3869,M,27,US,25
3870,F,50,US,9
3871,F,24,US,18
3872,F,36,US,24
3873,,53,US,2
3874,M,45,US,5
3875,,54,US,4
3876,M,39,US,24
3877,M,41,US,19
3878,M,43,US,7
3879,F,40,US,2
3880,,45,US,4
3881,F,22,US,1
3882,,36,CA,4
3883,M,37,US,17
3884,F,30,US,5
3885,M,33,US,5
3886,,30,US,7
3887,F,53,US,6
3888,F,26,US,1
3889,,54,US,4
3890,M,39,CA,3
3891,F,28,US,7
3892,,32,US,11
3893,F,53,US,15
3894,M,52,US,3
3895,,51,CA,20
3896,M,43,CA,4
3897,,29,US,12
3898,,54,US,1
3899,F,43,US,4
3900,,38,US,2
3901,M,42,US,3
3902,M,21,US,5
3903,M,41,US,12
3904,F,46,US,1
3905,F,30,US,2
3906,,38,US,5
3907,F,22,US,1
3908,,23,US,2
3909,M,39,US,12
3910,,39,US,16
3911,M,33,US,1
3912,,43,US,5
3913,M,23,US,3
3914,F,49,US,1
3915,F,39,US,3
3916,,51,US,2
3917,F,22,US,3
3918,F,40,US,1
3919,M,34,CA,11
3920,F,31,CA,50
3921,,43,US,1
3922,M,36,US,9
3923,M,26,CA,3
3924,F,27,US,3
3925,M,38,US,5
3926,M,33,US,16
3927,,39,CA,5
3928,,54,US,10
3929,,39,US,24
3930,F,54,US,19
3931,,37,US,2
3932,M,53,US,20
3933,F,41,US,7
3934,F,27,US,43
3935,,47,US,3
3936,,26,US,2
3937,,54,US,1
3938,,32,CA,8
3939,,41,US,1
3940,M,21,US,2
3941,F,40,US,5
3942,,23,US,2
3943,F,52,US,6
3944,,25,US,8
3945,,41,US,11
3946,F,29,US,3
3947,M,28,US,3
3948,M,32,US,4
3949,M,22,US,26
3950,,53,US,12
3951,F,25,US,7
3952,M,44,US,4
3953,F,23,US,4
3954,M,33,US,9
3955,F,46,US,6
3956,F,45,US,6
3957,F,41,US,12
3958,F,22,US,2
3959,M,30,US,2
3960,F,49,US,7
3961,M,23,US,17
3962,,32,US,8
3963,,45,US,4
3964,M,46,US,21
3965,M,30,US,1
3966,M,34,US,24
3967,,26,US,42
3968,M,21,US,2
3969,,52,CA,41
3970,,51,US,8
3971,,22,US,15
3972,M,39,US,4
3973,M,25,US,2
3974,M,21,US,4
3975,,53,US,3
3976,F,53,US,6
3977,F,35,US,5
3978,,51,US,4
3979,M,52,US,14
3980,F,29,US,1
3981,,33,US,1
3982,F,35,US,9
3983,,50,US,19
3984,F,35,US,15
3985,,49,US,4
3986,F,30,US,8
3987,,24,US,17
3988,,54,US,32
3989,M,46,US,1
3990,M,26,US,8
3991,,34,US,1
3992,F,47,US,8
3993,M,48,CA,20
3994,,52,US,3
3995,M,35,CA,14
3996,,30,US,4
3997,M,50,US,3
3998,M,33,US,16
3999,F,32,US,3
4000,,50,US,19
4001,,53,US,1
4002,,38,CA,8
4003,M,24,US,4
4004,F,48,US,18
4005,,25,US,27
4006,M,35,US,8
4007,M,49,US,11
4008,M,38,US,4
4009,M,54,CA,7
4010,,33,US,4
